﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Feb 21, 2017","Who? Where?

Usually when talking about grant, we are talking about grant for first timer getting RESALE FLAT (not BTO). That is called the Enhanced CPF Housing Grant for First-timers.

Refer to the new grant amount Feb 20th : Enhanced CPF Housing Grant for First-timers

If BTO, buyer are only eligible for Additional housing grant (AHG) and Special Housing Grant (SHG), and not the first timer grant as above. Most BTO buyer who qualified for this two grant are of the lower income, and thus most of them wouldn't be buying a 5room BTO flat too."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,Tormented Soul,https://forums.hardwarezone.com.sg/members/tormented-soul.295536/,Senior Member,"Feb 21, 2017","AshSim said:
there are updates on the housing grants... just announced during budget 2017....
Doesn't affect BTO at all. Still the same, not eligible."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,iphone1s,https://forums.hardwarezone.com.sg/members/iphone1s.651863/,Senior Member,"Feb 21, 2017","Just FYI

http://www.theonlinecitizen.com/2017/02/21/6-things-you-werent-told-about-the-cpf-housing-grant/"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,vinz,https://forums.hardwarezone.com.sg/members/vinz.18872/,Master Member,"Feb 21, 2017","Lousy article.
All skewed in one direction to bash government.
(u don't know they try to create many fake controversy just to get more clicks and advertising money??!!)

Many misleading headers in that article. Good luck to those who think in that direction.

Stop sharing nonsense.

-vinz"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,YouSpoiltMe,https://forums.hardwarezone.com.sg/members/youspoiltme.684226/,Junior Member,"Mar 20, 2017","Hi there!

I just want to check:

I had applied for AHG/SHG during my first appointment in Feb 2017 and submitted all the documents which we could get approx $60k of grants (AHG+SHG)

The grants are still processing and I am looking at job opportunities as I just graduated recently.

So my question is:

1. Will my grants be affected if I start to work now (because with my pay, our income ceiling would rise and grants would be lesser)?

2. The grants are based on the documents I submitted on the 1st appointment right?

3. Will there be any changes if there is a change in our income after the submission of the documents but before the approval of the grant?

4. How long does HDB take to process the grant because it had been a month and I have not receive any news from them.

Thank you so much in advance!"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,testdrive,https://forums.hardwarezone.com.sg/members/testdrive.287766/,Member,"Mar 31, 2017","Hi Guys,

I created a CPF and Housing grant quiz so that others can find out their eligibility quickly, i hope this can be useful to you guys please let me know if there are any improvements that i can make!"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bybosslee,https://forums.hardwarezone.com.sg/members/bybosslee.667142/,Junior Member,"Apr 5, 2017","OMG I made a fool out of myself

did not look at the date. this is so embarrassing

I have remove the reply :|"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,cool_ocean11,https://forums.hardwarezone.com.sg/members/cool_ocean11.158000/,Member,"Apr 24, 2017","Hi guys,

If I’m purchasing my first resale with hdb grants, in future will I need to return the grants + incurred interests back to hdb if I sell in the open market? I will be using the proximity grant as well, will this tie down my parents to a minimum occupation and they could not sell their flat in next few years?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,BombVoyage,https://forums.hardwarezone.com.sg/members/bombvoyage.297443/,Senior Member,"May 22, 2017","what the difference between First-Timer Applicants Scheme and First-Timer and Second-Timer Couple Applicants Scheme?

if i gg apply with my gf, which one to apply?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,whatme,https://forums.hardwarezone.com.sg/members/whatme.245027/,Supremacy Member,"Jun 18, 2017","For those who are self employed.

I understand that, in order to obtain the AHG grant, one has to work 12 months continuously.

Being self employed for more than 12 months is already considered right?

Secondly, they will look at our NOA, are they going to use Assessable Income or Employment Income only?

Because my fiancee is self employed and employed at the same time.

Please help me as this burning question has not be resolved and i couldn't find any other information else where."
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,loveSalnT,https://forums.hardwarezone.com.sg/members/lovesalnt.183890/,Master Member,"Jun 22, 2017","Hi, would like to inquire about Citizen Top Up Grant on SC/PR applying for BTO.
1) Have to pay 10K using CPF/Cash on top of listed price?
2) Applies for both BTO / Resale?
3) How does the 10K be given back when PR convert to SC?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,Nizam28,https://forums.hardwarezone.com.sg/members/nizam28.696143/,Junior Member,"Jul 18, 2017","Housing Grant Waiting TIme

hi all.. any1 can advise me on my housing grant? i went for selection for SBF and have paid a deposit for it. HLE have been approved. and i just apply my housing grant on the day of the appointment when i select my flat. any idea how long will i get the results for my grant?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,Yevin227,https://forums.hardwarezone.com.sg/members/yevin227.261578/,Senior Member,"Aug 23, 2017","Yevin227 said:
Hi guys, I would like to ask about the AHG / SHG grants.

My gf and I currently run a small startup (for about a year + now) and have been doing freelancing around for a year (no cpf contribution for her) She is currently learning pet grooming at one of the local pet grooming schools here, slated to graduate in July. (considered unemployed / student?)

However, I also work for my parents (have been working since uni-times, so have been contributing CPF for about 2 years+) hence I pay income tax via my parents company (gross income is 2.5k / month - 30kpa excl director fees and bonuses)

We are planning to apply for the Feb 2017 Clementi launch (4-room), and have sufficient funds in our CPF OAs to pay off the deposit (>60k)

Can I ask if we will be eligible for the AHG grant? I understand that at least ONE party has to work for >1year to be eligible for AHG, and SHG doesn't apply for mature estates.

We are both S'poreans, if that helps!

Please correct me if I'm wrong.

Thanks everyone!
Click to expand...

To add on, if my income for 2016 is 100k (70k director fees), would they assess the grant based on 2,500 or based on 100,000 / 12 = 8,500?"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,bubbledisiac,https://forums.hardwarezone.com.sg/members/bubbledisiac.696003/,Junior Member,"Sep 22, 2017","whatme said:
For those who are self employed.

I understand that, in order to obtain the AHG grant, one has to work 12 months continuously.

Being self employed for more than 12 months is already considered right?

Secondly, they will look at our NOA, are they going to use Assessable Income or Employment Income only?

Because my fiancee is self employed and employed at the same time.

Please help me as this burning question has not be resolved and i couldn't find any other information else where.
Click to expand...
Hi you're in luck as i'm self employed and employed at the same time. As for my case i applied for AHG & SHG grants under the Single Scheme.
When i went for my flat selection, i submitted my application for grants to the officer with documents only from my employed income of 12 months. I did not declare i was self employed at that time. A month later, they found out somehow and ask for additional documents to support my self employed income status with many documents. I followed the instructions submitting 2 to 3 times of docs and even went down to HDB to declare my self employment status. I must say it was because they had to do stringent checks on income etc.
Finally, after a good 3.5 months after my first appoinment i received my grants and afew days later the date for my 2nd appt.
HDB just want you to furnish and be accurate with your income declaration for them to give us the grants that's all. And so for your questions;

1. They will require NOA for past 2 years to do stringent checks what've you've declared for self employed status and just check what your self employed income earned for 12 months (they will let you know so be prepared for it);

2. And they will require the company payslips from the employed status or company you working for but please buffer in another 1 month (these payslips have to be 12/13 months before the flat application month) eg NOV 2016 BTO application then payslips must be from NOV 2015 to OCT/NOV 2016.

Nothing to worry about so much but i must say it's even more tedious if income status is both self employed and employed because HDB just want to make sure with the grants given out. Just be accurate as possible and they will surely give you the grants. Good luck!"
﻿HomeSeekers and HomeMakers,Info on Grants/Subsidies Available For First Timer,https://forums.hardwarezone.com.sg/threads/info-on-grants-subsidies-available-for-first-timer.2338414/,hime66,https://forums.hardwarezone.com.sg/members/hime66.702132/,Junior Member,"Oct 7, 2017","Continuous Employment

Hi guys! Understand that AHG requires at least one of the applicant to be continuously employed for 12 months. We've got balloted for May 2017 exercise and my partner had a job switch in March 2017 (his CPF shows 12 months of continuous employment but 2 different employers, from June 2016 to Mar 2017: Employer A, Mar 2017 onwards: Employer B), meanwhile I only started work in July 2016 (10 months of employment). Are we eligible for the AHG - our monthly combined income should meet the requirement?"
